"","date","Station.Number","Chlorophyll","Active vs. degraded Chlorophyll","Temperature","Salinity","Oxygen"
"1","1969-04-01","10",,,13.88,7,
"2","1969-04-01","11",,,14.2,5.14,
"3","1969-04-01","12",,,13.78,10.82,
"4","1969-04-01","13",,,13.78,12.14,
"5","1969-04-01","14",,,14.56,9.7,
"6","1969-04-01","15",,,14.5,7.8,
"7","1969-04-01","16",,,14.34,6.74,
"8","1969-04-01","17",,,14.28,9.88,
"9","1969-04-01","18",,,13.86,14.42,
"10","1969-04-01","19",,,13.58,18.68,
"11","1969-04-01","20",,,14.1,14.28,
"12","1969-04-01","21",,,14.36,14.58,
"13","1969-04-01","22",,,13.98,19.04,
"14","1969-04-01","23",,,13.98,19.18,
"15","1969-04-01","24",,,13.82,19.4,
"16","1969-04-01","26",,,15,18.68,
"17","1969-04-01","28",,,14.8,18.16,
"18","1969-04-01","30",,,14.76,17.66,
"19","1969-04-01","31",,,14.88,16.96,
"20","1969-04-01","33",,,15.02,16.06,
"21","1969-04-01","34",,,15.6,15.5,
"22","1969-04-01","35",,,15.3,15.2,
"23","1969-04-01","36",,,15.275,14.6,
"24","1969-04-01","4",,,13.05,0.3,
"25","1969-04-01","5",,,14.05,0.225,
"26","1969-04-01","6",,,13.8333333333333,0.166666666666667,
"27","1969-04-01","7",,,14.3,1.33,
"28","1969-04-01","8",,,14.15,2.6875,
"29","1969-04-01","9",,,14.1,3.46,
"30","1969-05-01","10",,,17.6625,4.1875,
"31","1969-05-01","11",,,17.5375,4.4375,
"32","1969-05-01","12",,,16.3375,10.8,
"33","1969-05-01","13",,,16.2625,11.6625,
"34","1969-05-01","14",,,16.075,12.4875,
"35","1969-05-01","15",,,16.85,8.75,
"36","1969-05-01","16",,,15.6125,14.725,
"37","1969-05-01","17",,,15.925,13.625,
"38","1969-05-01","18",,,14.3,20.4375,
"39","1969-05-01","19",,,11.975,25.775,
"40","1969-05-01","20",,,14.575,20.6625,
"41","1969-05-01","21",,,14.4,20.0875,
"42","1969-05-01","22",,,15.0375,18.8875,
"43","1969-05-01","23",,,15.6125,19.475,
"44","1969-05-01","24",,,15.6375,20.075,
"45","1969-05-01","25",,,16.225,20.2625,
"46","1969-05-01","27",,,17.7375,19.95,
"47","1969-05-01","29",,,18.1625,19.8375,
"48","1969-05-01","30",,,18.3125,19.575,
"49","1969-05-01","32",,,18.7875,19.3875,
"50","1969-05-01","34",,,18.9833333333333,19,
"51","1969-05-01","36",,,19.0333333333333,18.2166666666667,
"52","1969-05-01","4",,,18.5428571428571,0.1,
"53","1969-05-01","5",,,18.6,0.1,
"54","1969-05-01","6",,,18.1375,0.0375,
"55","1969-05-01","7",,,18.3666666666667,0.7,
"56","1969-05-01","8",,,17.3625,6.0625,
"57","1969-05-01","9",,,18.1333333333333,1.1,
"58","1969-06-01","10",,,18.5,3.14,
"59","1969-06-01","11",,,18.1833333333333,5.08333333333333,
"60","1969-06-01","12",,,17.24,10.88,
"61","1969-06-01","13",,,16.8333333333333,13,
"62","1969-06-01","14",,,16.9,12.3333333333333,
"63","1969-06-01","15",,,17.75,9.2,
"64","1969-06-01","16",,,17.6,10.7,
"65","1969-06-01","17",,,16.4166666666667,15.2166666666667,
"66","1969-06-01","19",,,14.1833333333333,24.5,
"67","1969-06-01","20",,,15.3166666666667,20.1333333333333,
"68","1969-06-01","21",,,16.1333333333333,17.3,
"69","1969-06-01","22",,,16.0833333333333,19.2166666666667,
"70","1969-06-01","23",,,16.45,24.3,
"71","1969-06-01","24",,,15.9666666666667,20.9833333333333,
"72","1969-06-01","26",,,18.25,19.8166666666667,
"73","1969-06-01","29",,,19.2666666666667,19.6,
"74","1969-06-01","30",,,19.6333333333333,19.6166666666667,
"75","1969-06-01","32",,,20.4333333333333,19.4166666666667,
"76","1969-06-01","36",,,20.8,18.6833333333333,
"77","1969-06-01","4",,,19.7666666666667,0.0833333333333333,
"78","1969-06-01","5",,,19.86,0.1,
"79","1969-06-01","6",,,19.5333333333333,0.1,
"80","1969-06-01","7",,,19.08,0.98,
"81","1969-06-01","8",,,18.75,1.48333333333333,
"82","1969-06-01","9",,,18.4666666666667,3.96666666666667,
"83","1969-07-01","10",,,19.2428571428571,13.0428571428571,
"84","1969-07-01","11",,,19.0666666666667,15.7666666666667,
"85","1969-07-01","12",,,18.7833333333333,18.7166666666667,
"86","1969-07-01","13",,,18.0428571428571,20.9142857142857,
"87","1969-07-01","14",,,17.3857142857143,22.7571428571429,
"88","1969-07-01","15",,,17.5571428571429,22.3428571428571,
"89","1969-07-01","16",,,16.3166666666667,25.25,
"90","1969-07-01","17",,,15.3666666666667,27.2,
"91","1969-07-01","19",,,15.3857142857143,27.6,
"92","1969-07-01","20",,,15.7714285714286,26.7857142857143,
"93","1969-07-01","21",,,16.4,26.1857142857143,
"94","1969-07-01","22",,,17.2142857142857,25.4714285714286,
"95","1969-07-01","23",,,17.6714285714286,25.3857142857143,
"96","1969-07-01","24",,,18.5285714285714,24.9857142857143,
"97","1969-07-01","26",,,20.1166666666667,23.9333333333333,
"98","1969-07-01","28",,,21.8142857142857,22.6428571428571,
"99","1969-07-01","30",,,22.2428571428571,22.1285714285714,
"100","1969-07-01","32",,,22.8833333333333,21.65,
"101","1969-07-01","34",,,23.15,21.4,
"102","1969-07-01","36",,,23.4833333333333,20.6833333333333,
"103","1969-07-01","4",,,21.86,0.26,
"104","1969-07-01","5",,,21.7666666666667,0.5,
"105","1969-07-01","6",,,21.3857142857143,1.8,
"106","1969-07-01","7",,,20.8142857142857,4.48571428571429,
"107","1969-07-01","8",,,19.9571428571429,8.95714285714286,
"108","1969-07-01","9",,,19.8714285714286,8.68571428571429,
"109","1969-08-01","10",,,19.8833333333333,10.3,
"110","1969-08-01","11",,,19.8,11.96,
"111","1969-08-01","12",,,19.6,16.26,
"112","1969-08-01","13",,,19.26,20.86,
"113","1969-08-01","14",,,18.675,24.3,
"114","1969-08-01","15",,,18.5,25.6833333333333,
"115","1969-08-01","16",,,16.45,30.1166666666667,
"116","1969-08-01","17",,,15.1666666666667,31.6,
"117","1969-08-01","19",,,14.25,33.6166666666667,
"118","1969-08-01","21",,,15.4666666666667,31.4166666666667,
"119","1969-08-01","23",,,17.45,31.55,
"120","1969-08-01","24",,,17.12,29.68,
"121","1969-08-01","28",,,19.9,29.75,
"122","1969-08-01","3",,,21.1833333333333,0.833333333333333,
"123","1969-08-01","30",,,20.7,26.45,
"124","1969-08-01","32",,,21.6,26.1,
"125","1969-08-01","34",,,22.1,24.6,
"126","1969-08-01","36",,,21.9,23.75,
"127","1969-08-01","4",,,20.98,1.52,
"128","1969-08-01","5",,,20.85,2.15,
"129","1969-08-01","6",,,20.34,3.6,
"130","1969-08-01","7",,,20.2,6.18333333333333,
"131","1969-08-01","8",,,19.9833333333333,7.83333333333333,
"132","1969-08-01","9",,,19.9666666666667,8.35,
"133","1969-10-01","10",,,19,11.8,
"134","1969-10-01","11",,,18.7833333333333,14.6833333333333,
"135","1969-10-01","12",,,18.54,17.66,
"136","1969-10-01","13",,,18.06,22.68,
"137","1969-10-01","14",,,18.0333333333333,24.35,
"138","1969-10-01","15",,,17.4666666666667,25.6,
"139","1969-10-01","16",,,16.5833333333333,27.8,
"140","1969-10-01","17",,,16.6666666666667,27.6666666666667,
"141","1969-10-01","19",,,14.7,31.7666666666667,
"142","1969-10-01","2",,,19.8666666666667,0.8,
"143","1969-10-01","21",,,16.1333333333333,30.7166666666667,
"144","1969-10-01","23",,,17.9666666666667,28.65,
"145","1969-10-01","26",,,20.16,29.68,
"146","1969-10-01","29",,,19.65,29.2833333333333,
"147","1969-10-01","3",,,20.02,0.8,
"148","1969-10-01","32",,,20.3833333333333,29,
"149","1969-10-01","34",,,20.075,28.6,
"150","1969-10-01","36",,,20.875,27.425,
"151","1969-10-01","4",,,19.9,0.8,
"152","1969-10-01","5",,,19.8,1.24,
"153","1969-10-01","6",,,19.7166666666667,1.41666666666667,
"154","1969-10-01","7",,,19.36,7.44,
"155","1969-10-01","8",,,19.08,11.22,
"156","1969-10-01","9",,,19.1333333333333,10.0666666666667,
"157","1969-12-01","10",,,10.9666666666667,19.8333333333333,
"158","1969-12-01","11",,,10.85,18.15,
"159","1969-12-01","12",,,10.9,17.45,
"160","1969-12-01","13",,,11.15,25.7,
"161","1969-12-01","14",,,11.2,25,
"162","1969-12-01","15",,,11.2,24.5,
"163","1969-12-01","16",,,10.35,26.1,
"164","1969-12-01","17",,,,27.25,
"165","1969-12-01","19",,,11.5,29.3,
"166","1969-12-01","20",,,11.3,28,
"167","1969-12-01","21",,,11.2,27.3,
"168","1969-12-01","23",,,11.3,27,
"169","1969-12-01","26",,,11.3,27.5,
"170","1969-12-01","28",,,11.3,26.8,
"171","1969-12-01","3",,,10,0,
"172","1969-12-01","30",,,11.3,27.8,
"173","1969-12-01","32",,,11.4,25.85,
"174","1969-12-01","34",,,11.5,24.7,
"175","1969-12-01","36",,,11.5,24.7,
"176","1969-12-01","4",,,9.95,0,
"177","1969-12-01","5",,,10,2,
"178","1969-12-01","6",,,10.4,7.4,
"179","1969-12-01","7",,,10.7,16.1,
"180","1969-12-01","8",,,10.7,16,
"181","1969-12-01","9",,,10.7,15.6666666666667,
"182","1970-01-01","10",,,11.3,0.1,
"183","1970-01-01","11",,,11.4,0.1,
"184","1970-01-01","13",,,11.66,6.12,
"185","1970-01-01","15",,,11.3,0.4,
"186","1970-01-01","16",,,11.65,3.575,
"187","1970-01-01","17",,,12.04,10.16,
"188","1970-01-01","19",,,12.725,22.125,
"189","1970-01-01","20",,,12.625,17.3,
"190","1970-01-01","21",,,12.1,14.2,
"191","1970-01-01","22",,,12.2333333333333,7.93333333333333,
"192","1970-01-01","23",,,12.35,10.225,
"193","1970-01-01","24",,,12.5333333333333,16.3,
"194","1970-01-01","25",,,12.6,12.9,
"195","1970-01-01","26",,,12.65,13.5,
"196","1970-01-01","28",,,12.7,12.5,
"197","1970-01-01","29",,,12.8,14.7,
"198","1970-01-01","30",,,12.8,15.15,
"199","1970-01-01","31",,,12.9,15.2,
"200","1970-01-01","32",,,12.9,16.05,
"201","1970-01-01","34",,,13,16.6,
"202","1970-01-01","35",,,13,16.15,
"203","1970-01-01","36",,,13.2,15.65,
"204","1970-02-01","10",,,11.1,3.4,
"205","1970-02-01","11",,,11.2,3.06666666666667,
"206","1970-02-01","13",,,11.8,10.2,
"207","1970-02-01","15",,,11.7,13.35,
"208","1970-02-01","16",,,11.7,15.55,
"209","1970-02-01","17",,,11.8,18.55,
"210","1970-02-01","19",,,12.4,25.25,
"211","1970-02-01","20",,,12.1,19.05,
"212","1970-02-01","23",,,12.4,16.1,
"213","1970-02-01","26",,,12.6,15.75,
"214","1970-02-01","29",,,12.9,14.1,
"215","1970-02-01","32",,,13.2,12.2,
"216","1970-02-01","34",,,13.4,11.3,
"217","1970-02-01","36",,,13.5,11.05,
"218","1970-02-01","8",,,11.1,0,
"219","1970-02-01","9",,,11.3,1,
"220","1970-03-01","23",,,12.7333333333333,18.4666666666667,
"221","1970-03-01","25",,,13.1666666666667,18.1,
"222","1970-03-01","29",,,13.3666666666667,15.7,
"223","1970-06-01","10",,,20,14.3,
"224","1970-06-01","11",,,19,16.4,
"225","1970-06-01","12",,,19.9,20.7,
"226","1970-06-01","13",,,19.7,23.3,
"227","1970-06-01","14",,,18.7,26.3,
"228","1970-06-01","15",,,,,
"229","1970-06-01","19",,,,,
"230","1970-06-01","20",,,17,30.6,
"231","1970-06-01","21",,,,,
"232","1970-06-01","23",,,,,
"233","1970-06-01","26",,,19.5,28.7,
"234","1970-06-01","28",,,21,27.5,
"235","1970-06-01","30",,,,,
"236","1970-06-01","32",,,21.4,26.5,
"237","1970-06-01","34",,,22.5,28.5,
"238","1970-06-01","36",,,21.5,,
"239","1970-06-01","4",,,21.5,4.3,
"240","1970-06-01","5",,,20.7,7,
"241","1970-06-01","6",,,21.3,6.9,
"242","1970-06-01","7",,,20.9,7,
"243","1970-06-01","8",,,19,11.3,
"244","1970-06-01","9",,,20.2,11.9,
"245","1970-07-01","10",,,18.7,18.7,
"246","1970-07-01","11",,,18.7,18.7,
"247","1970-07-01","12",,,18.6,22.2,
"248","1970-07-01","13",,,18,26.3,
"249","1970-07-01","14",,,17.8,28.3,
"250","1970-07-01","15",,,17,30,
"251","1970-07-01","16",,,16.1,31,
"252","1970-07-01","17",,,15.2,31.9,
"253","1970-07-01","19",,,15,32.8,
"254","1970-07-01","2",,,20.5,3.4,
"255","1970-07-01","21",,,15.8,32.1,
"256","1970-07-01","22",,,16.8,31.2,
"257","1970-07-01","24",,,18.2,31.5,
"258","1970-07-01","26",,,19.6,30.8,
"259","1970-07-01","28",,,20.3,30.7,
"260","1970-07-01","29",,,20.2,30.5,
"261","1970-07-01","3",,,20.4,3.2,
"262","1970-07-01","30",,,20.8,30.5,
"263","1970-07-01","32",,,20.9,30.5,
"264","1970-07-01","34",,,21.4,28.8,
"265","1970-07-01","35",,,21.3,28.5,
"266","1970-07-01","36",,,21.3,28.2,
"267","1970-07-01","4",,,20,4.5,
"268","1970-07-01","5",,,20,5.5,
"269","1970-07-01","6",,,19.9,6.6,
"270","1970-07-01","7",,,19.7,9.8,
"271","1970-07-01","8",,,19,11,
"272","1970-07-01","9",,,19,14.9,
"273","1970-09-01","30",,,19.8,31.15,
"274","1970-09-01","32",,,20.5,31.5,
"275","1970-09-01","33",,,20.7,31.5,
"276","1970-09-01","34",,,21.2,30.75,
"277","1970-09-01","35",,,21.2,31.1,
"278","1970-09-01","36",,,21.2,30.6,
"279","1970-10-01","10",,,18.6,15.25,
"280","1970-10-01","11",,,18.35,17.2,
"281","1970-10-01","12",,,18.2,19.5,
"282","1970-10-01","13",,,17.55,23.2,
"283","1970-10-01","14",,,17.35,24,
"284","1970-10-01","15",,,16.85,25.35,
"285","1970-10-01","16",,,16.5,27.3,
"286","1970-10-01","17",,,15.6,29.05,
"287","1970-10-01","19",,,13.6,31.8,
"288","1970-10-01","20",,,13.4,32.15,
"289","1970-10-01","21",,,14.95,30.25,
"290","1970-10-01","22",,,15.45,29.25,
"291","1970-10-01","23",,,16.2,29.35,
"292","1970-10-01","24",,,16.9,29.2,
"293","1970-10-01","25",,,18.7,30,
"294","1970-10-01","26",,,19.4,30.7,
"295","1970-10-01","28",,,19.3,31.1,
"296","1970-10-01","29",,,19.9,31.5,
"297","1970-10-01","3",,,19.5,0.8,
"298","1970-10-01","30",,,20.3,31.5,
"299","1970-10-01","4",,,19.45,1.1,
"300","1970-10-01","5",,,19.35,2.65,
"301","1970-10-01","6",,,19.0666666666667,6.03333333333333,
"302","1970-10-01","7",,,19,8.65,
"303","1970-10-01","8",,,18.95,11.35,
"304","1970-10-01","9",,,18.7,12.75,
"305","1970-12-01","10",,,8.3,6.5,
"306","1970-12-01","11",,,8.1,6.5,
"307","1970-12-01","12",,,8.3,5.5,
"308","1970-12-01","13",,,8.9,13.2,
"309","1970-12-01","14",,,9,13.8,
"310","1970-12-01","15",,,8.7,10.7,
"311","1970-12-01","16",,,9.3,13.6,
"312","1970-12-01","17",,,9.2,10.9,
"313","1970-12-01","19",,,10.2,17.8,
"314","1970-12-01","20",,,10,16.2,
"315","1970-12-01","21",,,10.1,20.65,
"316","1970-12-01","22",,,10.075,20.4,
"317","1970-12-01","23",,,10.1,18.6,
"318","1970-12-01","24",,,10,18.8,
"319","1970-12-01","25",,,10.1,20.2,
"320","1970-12-01","26",,,10,20,
"321","1970-12-01","27",,,10,19.8,
"322","1970-12-01","28",,,10,20.2,
"323","1970-12-01","29",,,10,20.4,
"324","1970-12-01","30",,,9.95,20.5,
"325","1970-12-01","32",,,9.5,19.85,
"326","1970-12-01","33",,,9.45,19.2,
"327","1970-12-01","34",,,9.45,19.25,
"328","1970-12-01","35",,,9.4,18.6,
"329","1970-12-01","36",,,9.5,18.35,
"330","1970-12-01","4",,,7.5,0,
"331","1970-12-01","5",,,8,0,
"332","1970-12-01","6",,,7.8,0,
"333","1970-12-01","7",,,8,0.3,
"334","1970-12-01","8",,,8.5,6.5,
"335","1970-12-01","9",,,8.2,5.4,
"336","1971-03-01","10",,,9.2,12.5,
"337","1971-03-01","11",,,9,13.5,
"338","1971-03-01","12",,,9.2,14.3,
"339","1971-03-01","13",,,9.2,17.5,
"340","1971-03-01","14",,,9.2,15.6,
"341","1971-03-01","15",,,9,14.2,
"342","1971-03-01","16",,,9.1,18.6,
"343","1971-03-01","17",,,9.2,23.6,
"344","1971-03-01","19",,,9.05,27.975,
"345","1971-03-01","22",,,10,26,
"346","1971-03-01","23",,,10,25,
"347","1971-03-01","24",,,10,24.5,
"348","1971-03-01","26",,,10,23.8,
"349","1971-03-01","28",,,10,21,
"350","1971-03-01","3",,,9,0,
"351","1971-03-01","30",,,9.2,20.8,
"352","1971-03-01","32",,,9,19.5,
"353","1971-03-01","35",,,8.8,19.2,
"354","1971-03-01","36",,,8.8,18.5,
"355","1971-03-01","4",,,9,0,
"356","1971-03-01","5",,,9,1.2,
"357","1971-03-01","6",,,9,4,
"358","1971-03-01","7",,,9,7,
"359","1971-03-01","9",,,9,12,
"360","1971-05-01","10",,,15.5,7,
"361","1971-05-01","11",,,15.2,10,
"362","1971-05-01","12",,,15,15.8,
"363","1971-05-01","13",,,15.5,15.8,
"364","1971-05-01","14",,,15,16.4,
"365","1971-05-01","15",,,14.8,18.3,
"366","1971-05-01","16",,,15,16.6,
"367","1971-05-01","17",,,15,19,
"368","1971-05-01","19",,,12.5,28,
"369","1971-05-01","20",,,13,26,
"370","1971-05-01","21",,,14.5,23,
"371","1971-05-01","22",,,13,25.5,
"372","1971-05-01","23",,,14,25.4,
"373","1971-05-01","24",,,14.5,25.8,
"374","1971-05-01","26",,,15.5,25,
"375","1971-05-01","28",,,16,24,
"376","1971-05-01","30",,,16.3,23.6,
"377","1971-05-01","32",,,17.5,23,
"378","1971-05-01","34",,,17.5,22.9,
"379","1971-05-01","36",,,17.5,22.5,
"380","1971-05-01","4",,,16,0.1,
"381","1971-05-01","5",,,16.5,0.5,
"382","1971-05-01","6",,,16,0.9,
"383","1971-05-01","7",,,15.5,4,
"384","1971-05-01","8",,,15.5,4.5,
"385","1971-05-01","9",,,15.5,5.5,
"386","1971-06-01","10",,,19.9,6.9,
"387","1971-06-01","11",,,19.5,8.8,
"388","1971-06-01","12",,,19.3666666666667,12.1666666666667,
"389","1971-06-01","13",,,19.4,13.2,
"390","1971-06-01","14",,,18.9,15.05,
"391","1971-06-01","15",,,18.3,17.35,
"392","1971-06-01","16",,,17.6,19.5,
"393","1971-06-01","17",,,15.75,25.1,
"394","1971-06-01","19",,,13.55,29.35,
"395","1971-06-01","2",,,20.4,0.1,
"396","1971-06-01","20",,,14.1,29.5,
"397","1971-06-01","21",,,15.55,27.75,
"398","1971-06-01","22",,,15.6,27.95,
"399","1971-06-01","23",,,16.3,27.45,
"400","1971-06-01","24",,,17.4,27.4,
"401","1971-06-01","25",,,17.1,27.5,
"402","1971-06-01","26",,,19.7,26.3,
"403","1971-06-01","28",,,19.35,26.65,
"404","1971-06-01","3",,,20.2,0.2,
"405","1971-06-01","30",,,19.6,26.4,
"406","1971-06-01","31",,,19.9,26.4,
"407","1971-06-01","32",,,19.9,26.4,
"408","1971-06-01","33",,,20.4,26.4,
"409","1971-06-01","34",,,20.1,25.8,
"410","1971-06-01","35",,,20.1,25.5,
"411","1971-06-01","36",,,20.3,24.8,
"412","1971-06-01","4",,,20.3,0.4,
"413","1971-06-01","5",,,20.5,0.6,
"414","1971-06-01","6",,,20.5,1.1,
"415","1971-06-01","7",,,20.3,2.5,
"416","1971-06-01","8",,,20.2,4.2,
"417","1971-06-01","9",,,20.1,6.1,
"418","1971-08-01","10",,,19.5,15.4,
"419","1971-08-01","11",,,19.5,16.8,
"420","1971-08-01","12",,,19.6,20.375,
"421","1971-08-01","13",,,18.2,24.2,
"422","1971-08-01","14",,,17.75,25.5,
"423","1971-08-01","15",,,17.3833333333333,26.5666666666667,
"424","1971-08-01","16",,,17.85,26.35,
"425","1971-08-01","17",,,17.1,29.1,
"426","1971-08-01","2",,,21.75,0.525,
"427","1971-08-01","21",,,17.5,29.2,
"428","1971-08-01","22",,,17.5,29.4,
"429","1971-08-01","23",,,16.5,29.3,
"430","1971-08-01","24",,,17.5,29.2,
"431","1971-08-01","25",,,19.5,28.7,
"432","1971-08-01","26",,,19.5,28.8,
"433","1971-08-01","27",,,19.6,28.6,
"434","1971-08-01","28",,,19.7,28.2,
"435","1971-08-01","29",,,20.5,28,
"436","1971-08-01","3",,,21.8,0.8,
"437","1971-08-01","30",,,21,28,
"438","1971-08-01","31",,,21.3,27.9,
"439","1971-08-01","32",,,22,27.8,
"440","1971-08-01","33",,,22,27.6,
"441","1971-08-01","34",,,22.5,26.3,
"442","1971-08-01","35",,,22.8,26,
"443","1971-08-01","36",,,22.5,25.6,
"444","1971-08-01","4",,,20.84,1.18,
"445","1971-08-01","5",,,21.2,3.45,
"446","1971-08-01","6",,,20.7,6.775,
"447","1971-08-01","7",,,20.1,10.6,
"448","1971-08-01","8",,,19.75,13.6,
"449","1971-08-01","9",,,19.7333333333333,15.3666666666667,
"450","1971-09-01","10",,,20.5,10.8,
"451","1971-09-01","11",,,20.3,14.05,
"452","1971-09-01","12",,,19.425,17.725,
"453","1971-09-01","13",,,19.2,22.3,
"454","1971-09-01","14",,,18.06,24.4,
"455","1971-09-01","15",,,19,21.7,
"456","1971-09-01","16",,,18.8428571428571,23.5142857142857,
"457","1971-09-01","17",,,16.0111111111111,29.7666666666667,
"458","1971-09-01","19",,,15.4916666666667,30.3083333333333,
"459","1971-09-01","2",,,,,
"460","1971-09-01","20",,,18.5,28,
"461","1971-09-01","21",,,18,27.7714285714286,
"462","1971-09-01","22",,,18.2333333333333,27.85,
"463","1971-09-01","23",,,19,27.75,
"464","1971-09-01","24",,,20.54,28.2333333333333,
"465","1971-09-01","25",,,20.7,28.4,
"466","1971-09-01","26",,,20.8333333333333,29.2,
"467","1971-09-01","27",,,20.9,29.1833333333333,
"468","1971-09-01","28",,,21.2666666666667,29.2,
"469","1971-09-01","29",,,21.4,29.2,
"470","1971-09-01","3",,,20.36,0.6,
"471","1971-09-01","30",,,22.25,29.0666666666667,
"472","1971-09-01","31",,,22.3666666666667,29.2333333333333,
"473","1971-09-01","32",,,22.88,28.8,
"474","1971-09-01","33",,,22.7,28.6333333333333,
"475","1971-09-01","34",,,23,28.3333333333333,
"476","1971-09-01","35",,,23,27.9333333333333,
"477","1971-09-01","36",,,23.5,27.62,
"478","1971-09-01","4",,,21.2,1,
"479","1971-09-01","5",,,21,1.9,
"480","1971-09-01","6",,,20.35,1.45,
"481","1971-09-01","7",,,20.55,5.55,
"482","1971-09-01","8",,,20.65,6.65,
"483","1971-09-01","9",,,19.88,7.54,
"484","1971-12-01","10",,,9.6,10.8,
"485","1971-12-01","11",,,9.55,13,
"486","1971-12-01","12",,,9.55,16.75,
"487","1971-12-01","13",,,9.6,17.8,
"488","1971-12-01","14",,,9.58,21.98,
"489","1971-12-01","15",,,9.55,21.95,
"490","1971-12-01","16",,,9.7,23.95,
"491","1971-12-01","17",,,10.02,29.28,
"492","1971-12-01","18",,,9.8,28,
"493","1971-12-01","19",,,10.1,30.8357142857143,
"494","1971-12-01","20",,,10,28.3,
"495","1971-12-01","21",,,10.02,27.78,
"496","1971-12-01","22",,,10.15,27.55,
"497","1971-12-01","23",,,10.16,28.16,
"498","1971-12-01","24",,,10.4,28.4,
"499","1971-12-01","25",,,10.3,28.45,
"500","1971-12-01","26",,,10.25,28.5,
"501","1971-12-01","27",,,10.075,28.475,
"502","1971-12-01","28",,,10.15,28.3,
"503","1971-12-01","29",,,9.95,28.2,
"504","1971-12-01","3",,,9.08,0.28,
